Course Name,Average GPA
AE460,3.6539671886651752
AE461,3.595397489539749
AE470,3.0997402597402592
AE483,3.685950554134698
AE498,3.592741935483871
AE502,3.6668749999999997
AE504,3.6763513513513506
AE508,3.850344827586207
AE512,3.8207692307692307
AE515,3.609130434782609
AE526,3.5523076923076924
AE542,3.6415999999999995
AE598,3.7025
AFRO100,3.308049575994781
AFRO101,3.0063684913217616
AFRO103,3.045429234338748
AFRO105,3.2981818181818174
AFRO132,3.2436363636363645
AFRO199,3.6098684210526315
AFRO224,3.795839416058394
AFRO226,3.6480281690140846
AFRO227,3.4604761904761907
AFRO228,3.7645029239766075
AFRO231,3.755845070422535
AFRO243,3.448758620689655
AFRO250,3.5004166666666667
AFRO261,3.4054814814814813
AFRO298,3.8475
AFRO342,2.6271199999999997
AFRO372,3.2786458333333335
AFRO378,3.5794736842105257
AFRO381,3.79
AFRO383,3.4441826923076926
AFRO410,3.8108843537414967
AFRO411,3.3361983471074383
AFST210,3.3087567567567566
AFST222,3.571194805194805
AGCM110,3.5853977272727273
AGCM220,3.507714285714286
AGCM230,3.3432857142857144
AGCM270,3.396528925619835
AGCM315,3.6878125
AGCM320,3.468039215686274
AGCM330,3.5587755102040814
AGCM420,3.6677272727272725
AGCM430,3.434159292035398
AGED100,3.605108695652174
AGED140,3.3611602209944746
AGED220,3.0166666666666666
AGED230,3.5093049327354255
AGED260,3.5102693498452
AGED280,3.4594949494949496
AGED300,3.708033707865168
AGED310,3.5652173913043477
AGED340,3.57175879396985
AGED360,3.64036231884058
AGED380,3.6337409326424877
AGED421,3.5399999999999996
AGED430,3.8412307692307692
AGED480,3.793942161339422
AGED496,3.9642857142857144
AGED499,3.7521476510067115
AGED550,3.561363636363637
AGED551,3.6822727272727276
AHS125,3.8823219814241487
AHS199,3.761278600269179
AHS365,3.9489743589743593
AHS399,3.872446808510638
AHS494,3.511981566820276
AIS101,3.4872456320657763
AIS140,3.4161038961038956
AIS265,3.217048192771084
AIS275,3.3461538461538463
AIS285,3.585572755417956
ALEC110,3.8750833333333334
ALEC451,3.784074074074074
ALEC490,3.83375
ALEC491,3.7461904761904763
ALEC492,3.712727272727273
ALEC540,3.7777777777777777
ANSC100,3.3824360699865403
ANSC101,3.5941210247349824
ANSC103,3.959721980886186
ANSC109,3.55483606557377
ANSC110,3.658984615384615
ANSC199,3.876973684210526
ANSC201,3.7342307692307695
ANSC205,3.650721903199343
ANSC206,3.7857951482479786
ANSC207,3.39368684920941
ANSC209,3.2758620689655173
ANSC210,3.748116591928251
ANSC221,2.89847203874945
ANSC222,2.534366438356164
ANSC223,3.045646112600536
ANSC224,2.8364420935412022
ANSC250,3.604395710455763
ANSC251,2.9660377358490564
ANSC255,3.7611805555555557
ANSC256,2.3426630434782614
ANSC294,3.914285714285714
ANSC298,3.7756994047619044
ANSC299,3.8333333333333335
ANSC305,3.6851299326275266
ANSC306,3.7259029649595687
ANSC307,2.9910410094637228
ANSC309,3.695214285714286
ANSC321,3.1932710280373833
ANSC322,3.099014084507042
ANSC331,3.112779552715655
ANSC350,3.52651376146789
ANSC362,2.428921568627451
ANSC363,3.686591211717709
ANSC370,3.1712634408602156
ANSC398,3.8833156498673747
ANSC400,3.8480701754385964
ANSC401,3.7244200000000003
ANSC402,3.794701986754967
ANSC403,3.63804347826087
ANSC404,3.8746376811594208
ANSC406,3.444879807692307
ANSC407,3.109532967032967
ANSC409,3.5906802721088438
ANSC420,3.0434714003944774
ANSC421,3.6668000000000003
ANSC422,3.2718447837150126
ANSC424,3.5328143712574853
ANSC431,3.33747191011236
ANSC437,3.1871428571428573
ANSC438,3.7675921375921377
ANSC444,3.643908045977012
ANSC445,3.851187214611872
ANSC446,3.4217499999999994
ANSC450,2.9958811475409837
ANSC452,3.6032108626198087
ANSC464,3.73
ANSC467,3.7388557213930347
ANSC470,3.8959375
ANSC498,3.8268481960517353
ANSC499,3.4737086092715237
ANSC520,3.353863636363636
ANSC526,3.62
ANSC542,3.8814782608695646
ANSC561,3.7779166666666666
ANTH101,3.169791740622411
ANTH102,2.9391484375
ANTH103,3.4076191533451747
ANTH104,3.4542553191489356
ANTH105,2.9939481555333995
ANTH106,3.525273972602741
ANTH143,3.483894446860954
ANTH150,3.4111627906976745
ANTH157,3.222121212121212
ANTH160,3.186394230769231
ANTH165,3.5366666666666675
ANTH175,3.25171568627451
ANTH180,3.4144105523495467
ANTH182,3.4072950819672125
ANTH185,3.3733552631578947
ANTH199,3.333333333333334
ANTH209,3.7032129722500833
ANTH220,3.2666193181818177
ANTH221,3.1288461538461543
ANTH225,3.3460714285714284
ANTH230,3.2716039823008853
ANTH240,3.4152173913043473
ANTH241,3.585857142857143
ANTH246,3.6031112658619624
ANTH248,3.832692307692308
ANTH249,3.46685
ANTH259,3.7757142857142854
ANTH262,3.502348484848485
ANTH266,3.2252380952380957
ANTH268,3.165580357142857
ANTH270,3.3106083650190112
ANTH271,3.1832812500000003
ANTH275,3.19904255319149
ANTH277,3.316806722689075
ANTH278,3.693433962264151
ANTH279,3.162
ANTH280,3.3652380952380954
ANTH288,3.4584552845528465
ANTH343,3.6596899224806205
ANTH346,3.793333333333333
ANTH347,3.2830769230769232
ANTH350,3.545192307692307
ANTH362,3.5283018867924527
ANTH363,3.207241379310345
ANTH368,3.34952380952381
ANTH372,3.9308333333333336
ANTH374,3.5900000000000003
ANTH375,3.5413793103448272
ANTH376,3.0423437499999997
ANTH379,3.0279166666666666
ANTH393,3.044545454545455
ANTH399,3.609570552147239
ANTH407,3.762380952380952
ANTH411,3.5951612903225807
ANTH414,3.3185714285714285
ANTH437,3.289565217391304
ANTH441,3.629193548387097
ANTH449,3.7304761904761907
ANTH459,3.689111111111111
ANTH460,3.8808
ANTH462,3.6119318181818176
ANTH466,3.762380952380952
ANTH498,3.6547560975609747
ARAB150,3.3032528735632183
ARAB201,3.375813953488372
ARAB202,3.511860465116279
ARAB403,3.6943750000000004
ARAB404,3.7199999999999998
ARAB405,3.444761904761905
ARCH101,3.5845696969696976
ARCH171,3.267937273823884
ARCH172,3.506360248447205
ARCH199,3.572776451869531
ARCH210,3.107757871878393
ARCH231,3.338498168498168
ARCH232,3.0309430894308944
ARCH233,3.311731493099122
ARCH271,3.079518686296715
ARCH272,3.1399999999999997
ARCH273,2.974308510638297
ARCH274,2.9440619621342514
ARCH314,3.8174193548387096
ARCH321,3.536923076923077
ARCH341,2.935957962813258
ARCH342,3.0640453356582387
ARCH351,3.2332006920415224
ARCH352,3.249214916584887
ARCH373,3.3569936708860766
ARCH374,3.368996865203762
ARCH403,3.2980165289256194
ARCH407,3.3714150943396226
ARCH409,3.4182695035460995
ARCH410,3.0357003891050587
ARCH411,3.260728051391863
ARCH412,3.029371980676328
ARCH413,3.304711538461539
ARCH414,3.4797260273972603
ARCH415,3.1259740259740263
ARCH416,3.2992903225806454
ARCH417,3.1975275590551173
ARCH423,3.7972463768115943
ARCH433,2.98796875
ARCH434,3.444270462633452
ARCH435,3.108308157099698
ARCH451,3.307392996108949
ARCH452,3.4258145161290323
ARCH468,3.504266365688488
ARCH475,3.31764705882353
ARCH476,3.4413235294117652
ARCH480,3.6510679611650487
ARCH490,3.576923076923077
ARCH501,3.5317954545454553
ARCH502,3.3994663573085844
ARCH517,3.479105263157895
ARCH536,3.277692307692308
ARCH537,3.51122641509434
ARCH551,3.424545454545455
ARCH553,3.304090909090909
ARCH554,3.7837209302325587
ARCH556,3.6264
ARCH563,3.650476190476191
ARCH577,3.203888888888889
ARCH593,3.6884117647058834
ARCH595,3.540918635170604
ART100,3.410501043841336
ART102,3.72139393939394
ART103,3.8699999999999997
ART104,3.9366666666666665
ART105,3.7821287128712875
ART140,3.188181818181818
ART202,3.8971337579617837
ART205,3.540728476821192
ART250,3.245952380952381
ART299,3.6240634005763686
ART310,3.7042857142857146
ARTD101,3.588095238095238
ARTD201,3.3595924764890284
ARTD202,3.415227272727272
ARTD209,3.205777777777778
ARTD211,3.7099264705882353
ARTD212,3.487307692307692
ARTD213,3.8935714285714282
ARTD215,3.562549019607843
ARTD216,3.622666666666667
ARTD217,3.398709677419355
ARTD218,3.5729141104294477
ARTD222,3.6726956521739127
ARTD225,3.1575429975429974
ARTD226,3.516535947712419
ARTD228,3.145306122448979
ARTD230,3.8423809523809522
ARTD251,3.1745222929936303
ARTD260,3.242272727272727
ARTD261,3.889047619047619
ARTD270,3.316069868995634
ARTD299,3.6775555555555552
ARTD301,2.998964143426295
ARTD302,3.2344324324324325
ARTD310,3.3515384615384614
ARTD313,3.4579797979797973
ARTD318,3.469591836734693
ARTD326,3.4332962962962963
ARTD328,3.6223809523809516
ARTD330,3.2893043478260875
ARTD333,3.5699999999999994
ARTD351,3.664
ARTD362,3.920952380952381
ARTD371,3.6926923076923073
ARTD401,3.394602510460251
ARTD402,3.416830357142857
ARTD410,3.4705982905982906
ARTD411,3.5922388059701493
ARTD418,3.2637209302325583
ARTD420,3.6995238095238094
ARTD426,3.633407407407407
ARTD444,3.7623809523809526
ARTD445,3.407500000000001
ARTD448,3.4399367088607593
ARTD451,3.611
ARTD471,3.7558041958041954
ARTD499,3.235948717948718
ARTE101,3.4228290282902827
ARTE201,3.7228571428571433
ARTE202,3.8453488372093023
ARTE475,3.923076923076923
ARTF101,3.287622377622378
ARTF102,3.715238095238095
ARTF103,3.6514285714285717
ARTF104,3.524126984126984
ARTH110,3.328582677165354
ARTH111,3.2961085972850674
ARTH112,3.2262189054726376
ARTH113,3.301592356687898
ARTH114,2.833571428571428
ARTH115,3.201434599156119
ARTH127,3.8885714285714283
ARTH211,3.345749354005168
ARTH215,2.999871794871795
ARTH222,3.24716049382716
ARTH231,3.4039560439560446
ARTH235,3.19570731707317
ARTH240,3.2084210526315795
ARTH241,3.326209150326797
ARTH242,3.390082644628099
ARTH250,3.191976047904192
ARTH257,3.104108818011257
ARTH260,2.9895967741935494
ARTH299,3.3017777777777773
ARTH310,3.3507894736842103
ARTH312,3.560425531914894
ARTH313,3.3745833333333337
ARTH344,2.9485714285714284
ARTH350,2.8052173913043474
ARTH351,3.3833663366336637
ARTH360,3.1238993710691823
ARTH361,3.3294936708860763
ARTH395,3.3052173913043483
ARTH402,3.3006711409395972
ARTH403,3.2697727272727275
ARTH413,3.3490909090909096
ARTH433,3.0988235294117645
ARTH435,3.6280769230769234
ARTH436,3.1433333333333335
ARTH440,3.4400000000000004
ARTH441,3.301875
ARTH445,3.7824137931034483
ARTH446,3.2021929824561406
ARTH495,3.394545454545455
ARTJ101,3.65047619047619
ARTJ209,3.312968750000001
ARTJ299,3.602551724137931
ARTJ301,3.6964556962025323
ARTJ302,3.658749999999999
ARTJ397,3.3859375000000003
ARTJ398,2.9361702127659575
ARTS220,3.787067307692307
ARTS250,3.564047619047619
ARTS251,3.611190476190476
ARTS261,3.975185185185185
ARTS280,3.4604761904761907
ARTS299,3.920952380952381
ARTS350,3.3487719298245615
ARTS351,3.415797101449275
ARTS392,3.124418604651163
ARTS450,3.2970731707317076
ARTS451,3.6069999999999998
ARTS499,3.7147619047619043
ASRM101,3.6444444444444444
ASRM195,3.5944578313253017
ASRM199,3.6300000000000003
ASRM210,3.2265880217785847
ASRM406,3.469789789789789
ASRM409,3.515137931034483
ASRM410,3.370995850622407
ASRM455,3.5832500000000005
ASRM461,3.197307692307693
ASRM469,3.1807352941176474
ASRM471,3.5197911227154046
ASRM472,3.327006369426751
ASRM510,3.6157692307692306
ASRM552,3.460769230769231
ASTR100,3.105923005565863
ASTR121,3.0343720794392515
ASTR122,3.223774976213131
ASTR150,3.4276045794804046
ASTR210,3.0495745955662077
ASTR310,3.23738255033557
ASTR330,3.5919406810692056
ASTR350,3.3725
ASTR404,2.9510614525139665
ASTR405,3.0314345114345116
ASTR406,3.038031496062992
ASTR414,3.1518909090909095
ASTR496,3.692307692307693
ASTR507,3.817741935483871
ATMS100,3.3230928754599174
ATMS120,3.61721781259664
ATMS140,3.2902571711177053
ATMS201,3.61054229934924
ATMS205,3.681304347826087
ATMS301,3.064677419354839
ATMS302,2.8015929203539818
ATMS303,2.867404844290657
ATMS304,3.039622641509434
ATMS305,3.3636101083032486
ATMS306,2.892325581395349
ATMS307,2.876846846846847
ATMS313,3.162906976744185
ATMS314,2.9049689440993784
ATMS315,3.9642857142857144
ATMS322,3.269574468085107
ATMS323,3.193488372093023
ATMS391,3.4776190476190476
ATMS401,3.420869565217391
ATMS404,3.354242424242424
ATMS410,3.007727272727273
ATMS420,3.641730769230769
ATMS421,3.502676056338029
ATMS444,3.87
ATMS447,3.365714285714286
ATMS491,3.398951048951049
ATMS492,3.826521739130435
ATMS502,3.6992307692307693
ATMS517,3.772978723404255
AVI101,3.4036538461538464
AVI130,2.924090909090909
AVI140,3.4688
AVI184,3.4566666666666666
AVI200,3.1818181818181817
AVI210,3.174285714285714
AVI384,3.105909090909091
AVI455,3.3329166666666663
AVI497,3.403194444444444
BADM199,3.9051500000000003
BADM210,3.5357159624413144
BADM211,3.6401747503566337
BADM261,3.9570157068062826
BADM275,3.8273538598839814
BADM300,3.3903105274613656
BADM310,3.535049961985446
BADM311,3.571026785714286
BADM312,3.5079999999999996
BADM313,3.5675251141552518
BADM314,3.552081316553727
BADM320,3.7238220693044974
BADM321,3.6517935702199664
BADM322,3.650114942528736
BADM323,3.601024237685692
BADM324,3.8017152858809804
BADM325,3.722762803234502
BADM326,3.562401215805471
BADM327,3.7472923588039873
BADM329,3.724182464454976
BADM330,3.8830468750000002
BADM335,3.5197305389221554
BADM336,3.61494983277592
BADM337,3.849383886255924
BADM338,3.5327777777777776
BADM340,3.7010663507109
BADM346,3.7158823529411764
BADM350,3.5638983957219255
BADM351,3.816475327291037
BADM352,3.594246885617214
BADM353,3.658583743842365
BADM356,3.8456340956340958
BADM359,3.8821929824561403
BADM360,3.643095238095238
BADM365,3.8048325358851676
BADM366,3.8989442815249267
BADM367,3.7626114649681526
BADM374,3.4802808186577825
BADM375,3.3718977119784657
BADM377,3.3957665260196905
BADM378,3.195652173913044
BADM379,3.426931818181818
BADM380,3.6553594147582706
BADM381,3.7561666666666667
BADM382,3.702686390532545
BADM394,3.981388888888889
BADM395,3.6390433815350396
BADM403,3.6217336532693465
BADM420,3.78322869955157
BADM445,3.742107438016529
BADM446,3.656988304093567
BADM449,3.6393530764807362
BADM453,3.8452316602316605
BADM458,3.586851851851852
BADM460,3.6715819209039546
BADM461,3.980769230769231
BADM501,3.714761904761905
BADM502,3.6801970443349754
BADM508,3.7002526494277235
BADM509,3.67271348919104
BADM513,3.939819277108433
BADM514,3.662330188679245
BADM520,3.7594013464526155
BADM521,3.6913422818791948
BADM524,3.7733463035019454
BADM525,3.5989718875502
BADM528,3.6018518518518516
BADM529,3.7485365853658537
BADM532,3.9259999999999997
BADM535,3.8472916666666666
BADM540,3.920208333333334
BADM543,3.58928
BADM544,3.559770148385219
BADM550,3.814203233256351
BADM551,3.7514117647058822
BADM552,3.801530944625407
BADM553,3.5540689655172417
BADM554,3.370290102389079
BADM555,3.7288615384615382
BADM556,3.8926449275362325
BADM557,3.8381720430107524
BADM558,3.92326923076923
BADM559,3.7596363636363637
BADM561,3.791111111111111
BADM562,3.8501229508196717
BADM564,3.5874074074074067
BADM565,3.940882352941177
BADM566,3.512996323529412
BADM567,3.598570881959058
BADM571,3.969772727272727
BADM572,3.4995966029723995
BADM573,3.524154411764706
BADM574,3.5487886597938147
BADM575,3.5714285714285716
BADM576,3.7952307692307694
BADM577,3.7152100840336137
BADM582,3.781704347826087
BADM583,3.7414505494505494
BADM584,3.714543429844098
BADM586,3.900194384449244
BADM588,3.9051428571428564
BADM589,3.5877717908082403
BADM590,3.772485203293876
BADM593,3.521269841269841
BADM595,3.6814018691588783
BCOG100,3.396052631578947
BCOG200,3.3704166666666664
BCOG301,3.493333333333333
BCOG458,2.625
BCS115,3.574651162790698
BDI367,3.6855714285714285
BDI411,3.5074725274725274
BDI475,3.807469879518072
BDI513,3.767587719298246
BIOC445,3.8258208955223885
BIOC446,3.4722602739726027
BIOC455,3.275862068965518
BIOC460,3.442299465240642
BIOE100,3.9457173913043477
BIOE120,3.8440909090909092
BIOE198,2.95875
BIOE199,3.86104347826087
BIOE201,3.6626709401709405
BIOE202,3.250864516129032
BIOE205,3.135123216601816
BIOE206,3.2557839721254354
BIOE210,3.346087962962963
BIOE220,3.587246376811594
BIOE298,3.387590759075908
BIOE301,3.487366255144033
BIOE302,3.458131578947368
BIOE303,3.8099740932642487
BIOE310,3.5961341853035154
BIOE360,3.418607809847199
BIOE398,3.860087719298246
BIOE414,3.3544542772861354
BIOE415,3.7345194805194804
BIOE420,3.718377896613191
BIOE430,3.728888888888889
BIOE435,3.830109289617486
BIOE436,3.898092485549132
BIOE476,3.6543120260021666
BIOE479,3.8447777777777774
BIOE485,3.7457142857142864
BIOE487,3.8165957446808516
BIOE498,3.8500556328233664
BIOE502,3.8710204081632646
BIOE504,3.7296666666666667
BIOE505,3.6750753768844215
BIOE507,3.909090909090909
BIOE573,3.4066
BIOE574,3.8072368421052634
BIOE575,3.8034246575342463
BIOE598,3.80445652173913
BIOP401,3.6925384615384615
BTW250,3.5740284251547343
BTW261,3.6136046511627913
BTW263,3.30625
BTW271,3.628071748878924
BTW285,3.6665217391304346
BUS101,3.8268126944617293
BUS115,3.978723404255319
BUS120,3.913111111111111
BUS199,3.872843894899536
BUS201,3.87651339608979
BUS301,3.893863636363636
BUS302,3.8988405797101446
BUS315,3.8846153846153846
BUS401,3.9070132517838942
CB624,3.891891891891892
CB626,3.87603305785124
CEE190,3.313016627078384
CEE195,3.7021761851437107
CEE198,3.527311827956989
CEE201,3.1610404191616763
CEE202,3.22772411269667
CEE300,2.944751072961373
CEE310,3.0715346260387815
CEE320,3.477368421052631
CEE330,3.4423118766999097
CEE340,3.4048029556650237
CEE350,3.3900598802395208
CEE360,3.0622774049217005
CEE380,2.8567331887201735
CEE398,3.6380874316939895
CEE401,3.507536231884058
CEE406,3.0686587771203158
CEE407,3.375138888888889
CEE408,3.2044610778443112
CEE409,3.4984756097560976
CEE410,3.2557446808510635
CEE411,3.3006748466257667
CEE412,3.7994021739130437
CEE415,3.084846153846154
CEE416,3.1876980198019806
CEE418,3.2473684210526317
CEE420,3.4576879910213245
CEE421,3.4938715131022833
CEE422,3.4026175637393767
CEE424,3.472991803278689
CEE430,3.56
CEE432,3.635773195876289
CEE433,3.4372847682119203
CEE434,3.54380073800738
CEE437,3.361168091168091
CEE438,3.5755172413793104
CEE440,3.3527102803738322
CEE442,3.6168139534883723
CEE443,3.3568975069252076
CEE444,3.407012987012987
CEE446,3.1893034825870643
CEE447,3.2872413793103448
CEE449,3.3714888337468985
CEE450,3.6032506203473944
CEE452,3.5694212218649515
CEE453,3.307905982905983
CEE457,3.2957435897435894
CEE458,3.797857142857143
CEE460,3.328891580860085
CEE461,3.167258823529411
CEE462,3.477785310734464
CEE463,3.4597640891218875
CEE465,3.3403519417475724
CEE467,3.079428571428572
CEE468,3.5748823529411764
CEE469,3.5695811518324607
CEE470,3.1845440126883426
CEE471,3.1549712313003453
CEE472,3.5088017429193905
CEE480,2.9027499999999997
CEE483,3.0364902506963793
CEE484,3.283828828828829
CEE491,3.173252747252747
CEE492,3.6590697674418604
CEE493,3.8564984227129337
CEE498,3.72813245823389
CEE506,3.408507462686567
CEE507,3.763076923076923
CEE508,3.481849315068493
CEE509,3.4515555555555553
CEE512,3.5301904761904765
CEE515,3.356551724137931
CEE517,3.3921739130434783
CEE524,3.730330578512396
CEE525,3.715055555555555
CEE526,3.706390532544378
CEE527,3.7399999999999998
CEE528,3.713270440251572
CEE537,3.4712741312741313
CEE538,3.6295
CEE540,3.8991304347826086
CEE557,3.7872
CEE559,3.8132000000000006
CEE560,3.4970000000000003
CEE561,3.8027272727272727
CEE570,3.3090432503276537
CEE572,3.760378787878788
CEE574,3.6557142857142857
CEE575,3.593052631578947
CEE576,3.7686956521739132
CEE580,3.3608510638297875
CEE585,3.8333333333333335
CEE586,3.4417391304347826
CEE590,3.488260869565218
CEE592,3.861952662721894
CEE598,3.698769804287046
CHBE101,3.2580195599022006
CHBE221,2.65931344356578
CHBE321,2.957428023032629
CHBE411,3.16047619047619
CHBE421,2.7735146271116613
CHBE422,2.8234780463739524
CHBE424,2.82749337572867
CHBE430,3.2528612385321103
CHBE431,3.0652657004830917
CHBE440,3.087447995941146
CHBE452,3.5521875
CHBE453,3.5309999999999997
CHBE455,3.02984
CHBE456,3.181342281879195
CHBE457,2.8865895953757224
CHBE458,3.5056249999999998
CHBE471,3.1442427385892118
CHBE472,3.045645161290323
CHBE473,2.9205531914893608
CHBE474,3.3045652173913043
CHBE475,3.5642471042471047
CHBE476,3.6471685082872924
CHBE478,2.9722314049586784
CHBE494,3.423830734966592
CHBE513,3.553142857142857
CHBE521,3.5379925650557618
CHBE522,3.6092307692307695
CHBE523,3.4778333333333333
CHBE525,3.4759375000000006
CHBE551,3.5015503875968994
CHBE571,3.8394444444444447
CHBE594,3.6667741935483873
CHEM101,2.6567862313012705
CHEM102,2.4813018284517807
CHEM103,3.5189809196578694
CHEM104,2.6401212196433743
CHEM105,3.5604642319906397
CHEM108,3.717545787545787
CHEM150,3.9304477611940305
CHEM199,3.9227696670517798
CHEM202,2.666859872611465
CHEM203,3.0538368000000005
CHEM204,2.6912287941311326
CHEM205,3.051727401798391
CHEM222,3.5514099216710178
